year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2023,4,9E,Endeavor Air Inc.,ABY,"Albany, GA: Southwest Georgia Regional",85,7,3,0,3.08,0,0.92,0,2,428,250,0,87,0,91
2023,4,9E,Endeavor Air Inc.,AEX,"Alexandria, LA: Alexandria International",46,5,3.63,0.61,0.76,0,0,0,1,272,153,67,52,0,0
2023,4,9E,Endeavor Air Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",61,5,0.68,0.07,3.32,0,0.93,0,1,204,36,2,141,0,25
2023,4,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",211,29,9.86,1,4.21,0,13.93,1,0,1346,384,39,115,0,808
2023,4,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",1390,140,41.2,5.11,29.09,0,64.59,0,2,12486,4655,403,1190,0,6238
2023,4,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",17,3,2.89,0,0.11,0,0,0,0,273,255,0,18,0,0
2023,4,9E,Endeavor Air Inc.,AUS,"Austin, TX: Austin - Bergstrom International",51,8,2.91,0,5.09,0,0,0,0,297,180,0,117,0,0
2023,4,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",56,9,3.47,0,0.98,0,4.54,0,0,712,288,0,38,0,386
2023,4,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",60,4,1.88,0,1,0,1.12,0,0,359,124,0,81,0,154
2023,4,9E,Endeavor Air Inc.,BDL,"Hartford, CT: Bradley International",75,9,4.21,0,1.17,0,3.61,0,0,404,87,0,61,0,256
2023,4,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",55,9,2.03,0,0,0,6.97,1,0,804,151,0,0,0,653
2023,4,9E,Endeavor Air Inc.,BGR,"Bangor, ME: Bangor International",160,27,7.09,0,5.67,0,14.25,4,0,1362,365,0,135,0,862
2023,4,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",72,15,3.37,1,2.08,0,8.55,0,0,1621,111,876,96,0,538
2023,4,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",9,1,1,0,0,0,0,0,0,43,43,0,0,0,0
2023,4,9E,Endeavor Air Inc.,BNA,"Nashville, TN: Nashville International",16,3,0.5,0,1.5,0,1,0,0,120,9,0,32,0,79
2023,4,9E,Endeavor Air Inc.,BQK,"Brunswick, GA: Brunswick Golden Isles",60,7,3.61,1.39,1.61,0,0.39,0,0,562,317,48,71,0,126
2023,4,9E,Endeavor Air Inc.,BTR,"Baton Rouge, LA: Baton Rouge Metropolitan/Ryan Field",32,3,1.06,1,0,0,0.94,0,0,155,79,43,0,0,33
2023,4,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",89,23,5.27,0,7.34,0,10.39,1,0,1281,393,0,292,0,596
2023,4,9E,Endeavor Air Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",242,34,8.27,0,12.4,0,13.33,5,0,2220,651,0,472,0,1097
2023,4,9E,Endeavor Air Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",88,13,3.23,0.75,4.54,0,4.48,4,0,1772,190,794,214,0,574
2023,4,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",70,9,1.96,0,2.01,0,5.02,0,0,804,158,0,56,0,590
2023,4,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",120,7,2.98,0.52,2.86,0,0.65,0,1,226,135,16,64,0,11
2023,4,9E,Endeavor Air Inc.,CHO,"Charlottesville, VA: Charlottesville Albemarle",132,24,10.49,1,4.7,0,7.81,0,0,1634,701,23,120,0,790
2023,4,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",219,37,10.08,0,12.36,0,14.55,5,0,1737,489,0,385,0,863
2023,4,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",237,32,11.72,0,6.99,0,13.29,2,0,1886,560,0,600,0,726
2023,4,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",109,26,4.12,0,11.21,0,10.67,1,0,1807,403,0,666,0,738
2023,4,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",32,3,0,0,2.05,0,0.95,0,0,122,0,0,101,0,21
2023,4,9E,Endeavor Air Inc.,CSG,"Columbus, GA: Columbus Airport",77,7,1.68,0.98,2.54,0,1.81,0,3,257,75,52,64,0,66
2023,4,9E,Endeavor Air Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",573,82,24.03,3.47,22.5,0,32,0,2,5741,1036,277,1209,0,3219
2023,4,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",60,4,0.91,0,1.69,0,1.4,0,0,269,86,0,86,0,97
2023,4,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",51,4,0.78,1,0.24,0,1.98,0,1,170,23,18,7,0,122
2023,4,9E,Endeavor Air Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",167,30,7.75,3.21,11.99,0,7.05,0,0,1686,480,219,648,0,339
2023,4,9E,Endeavor Air Inc.,DHN,"Dothan, AL: Dothan Regional",60,5,2.89,0.18,1.87,0,0.06,0,0,423,295,15,104,0,9
2023,4,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",39,5,1.75,0,1,0,2.25,1,0,461,151,0,21,0,289
2023,4,9E,Endeavor Air Inc.,DSM,"Des Moines, IA: Des Moines International",184,22,6.57,2.89,6.51,0,6.03,0,2,1012,352,161,199,0,300
2023,4,9E,Endeavor Air Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",1248,122,33.8,1.8,24.78,0,61.61,0,1,9883,3074,242,1460,0,5107
2023,4,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",60,1,0,0.13,0,0,0.87,0,0,31,0,4,0,0,27
2023,4,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",160,34,7.11,0,21.05,0,5.83,1,0,2440,912,0,720,0,808
2023,4,9E,Endeavor Air Inc.,EYW,"Key West, FL: Key West International",30,7,4.6,0,1.44,0,0.95,0,0,311,205,0,66,0,40
2023,4,9E,Endeavor Air Inc.,FAY,"Fayetteville, NC: Fayetteville Regional/Grannis Field",18,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,4,9E,Endeavor Air Inc.,GNV,"Gainesville, FL: Gainesville Regional",2,1,0.1,0,0.16,0,0.75,0,0,146,14,0,23,0,109
2023,4,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",26,2,0,0.87,1,0,0.13,0,0,149,0,94,41,0,14
2023,4,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",63,7,3.01,0,0.26,0,3.73,2,0,589,73,0,8,0,508
2023,4,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",108,17,4.27,0.4,3.09,0,9.24,0,0,1308,369,17,169,0,753
2023,4,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",75,14,4.95,0,0.75,0,8.3,0,0,1188,394,0,70,0,724
2023,4,9E,Endeavor Air Inc.,GTR,"Columbus, MS: Golden Triangle Regional",57,8,5.06,1.52,0,0,1.43,0,0,289,217,41,0,0,31
2023,4,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",24,2,1.81,0,0.19,0,0,0,0,181,170,0,11,0,0
2023,4,9E,Endeavor Air Inc.,IAD,"Washington, DC: Washington Dulles International",66,9,2,0.97,2.3,0,3.73,0,0,1123,128,395,293,0,307
2023,4,9E,Endeavor Air Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,4,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",9,1,0.48,0,0,0,0.52,0,0,99,48,0,0,0,51
2023,4,9E,Endeavor Air Inc.,ILM,"Wilmington, NC: Wilmington International",139,20,6.22,0.03,4.07,0,9.68,0,0,1007,276,1,118,0,612
2023,4,9E,Endeavor Air Inc.,IND,"Indianapolis, IN: Indianapolis International",276,50,13.3,0.91,21.05,0,14.74,2,0,3123,738,37,830,0,1518
2023,4,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins International",60,14,3.12,0.18,3.34,0,7.36,2,0,1232,405,15,133,0,679
2023,4,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",172,29,6.68,0,9.68,0,12.64,4,0,1713,277,0,667,0,769
2023,4,9E,Endeavor Air Inc.,JFK,"New York, NY: John F. Kennedy International",1766,338,60.15,8.62,170.73,0.73,97.77,41,5,26675,4838,1136,13055,11,7635
2023,4,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",60,1,1,0,0,0,0,0,0,31,31,0,0,0,0
2023,4,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",59,8,2.11,0.86,2.26,0,2.77,0,0,516,100,113,118,0,185
2023,4,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",2584,419,68.85,19.55,213.4,1,116.2,9,11,36033,7301,3922,14614,22,10174
2023,4,9E,Endeavor Air Inc.,LSE,"La Crosse, WI: La Crosse Regional",30,2,0,0.25,1,0,0.75,1,0,210,0,47,19,0,144
2023,4,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",60,5,3.64,0.11,0.63,0,0.63,0,0,198,163,2,12,0,21
2023,4,9E,Endeavor Air Inc.,MCI,"Kansas City, MO: Kansas City International",77,19,8.18,0,4.03,0,6.79,1,1,1838,469,0,381,0,988
2023,4,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",24,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,4,9E,Endeavor Air Inc.,MDW,"Chicago, IL: Chicago Midway International",52,19,6.29,2,4.82,0,5.89,0,0,1860,350,90,568,0,852
2023,4,9E,Endeavor Air Inc.,MEM,"Memphis, TN: Memphis International",50,5,1.61,0,2.22,0,1.17,1,0,175,83,0,39,0,53
2023,4,9E,Endeavor Air Inc.,MGM,"Montgomery, AL: Montgomery Regional",18,3,0.72,0,1.04,0,1.24,0,0,280,23,0,38,0,219
2023,4,9E,Endeavor Air Inc.,MKE,"Milwaukee, WI: General Mitchell International",105,21,8.82,0.38,2.93,0,8.86,0,0,1113,542,26,75,0,470
2023,4,9E,Endeavor Air Inc.,MLU,"Monroe, LA: Monroe Regional",46,1,0.25,0,0.75,0,0,0,0,24,6,0,18,0,0
2023,4,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Sawyer International",30,4,1.07,1.34,0,0,1.6,0,0,316,89,89,0,0,138
2023,4,9E,Endeavor Air Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,4,9E,Endeavor Air Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",547,76,13.52,4.78,15.88,0,41.82,3,1,6718,1045,520,932,0,4221
2023,4,9E,Endeavor Air Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",56,11,2.38,0,2.18,0,6.43,0,0,737,124,0,94,0,519
2023,4,9E,Endeavor Air Inc.,OKC,"Oklahoma City, OK: Will Rogers World",6,1,1,0,0,0,0,0,0,139,139,0,0,0,0
2023,4,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",245,38,11.24,0,16.89,0,9.87,5,0,2939,1337,0,730,0,872
2023,4,9E,Endeavor Air Inc.,ORH,"Worcester, MA: Worcester Regional",25,3,0.44,0,0,0,2.56,1,0,85,15,0,0,0,70
2023,4,9E,Endeavor Air Inc.,PIT,"Pittsburgh, PA: Pittsburgh International",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,4,9E,Endeavor Air Inc.,PVD,"Providence, RI: Rhode Island Tf Green International",21,6,0.81,0,0.01,0,5.18,0,0,763,170,0,3,0,590
2023,4,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",123,18,8.92,0.38,1.66,0,7.03,1,0,792,320,8,54,0,410
2023,4,9E,Endeavor Air Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",491,95,23.96,0.31,21.56,0,49.17,4,1,5936,1065,14,1069,0,3788
2023,4,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",195,37,10.31,0,16.12,0,10.57,2,0,2367,511,0,701,0,1155
2023,4,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional",77,15,4.5,0.59,4.47,0,5.44,0,0,991,285,27,123,0,556
2023,4,9E,Endeavor Air Inc.,ROC,"Rochester, NY: Frederick Douglass Grtr Rochester International",269,34,8.67,0,11.06,0,14.28,1,0,2231,410,0,391,0,1430
2023,4,9E,Endeavor Air Inc.,SAV,"Savannah, GA: Savannah/Hilton Head International",148,35,12.23,0,18.43,0,4.34,2,0,2088,737,0,813,0,538
2023,4,9E,Endeavor Air Inc.,SCE,"State College, PA: University Park",55,8,3.75,0,2.32,0,1.93,1,0,724,268,0,341,0,115
2023,4,9E,Endeavor Air Inc.,SGF,"Springfield, MO: Springfield-Branson National",55,5,2.94,0,1.28,0,0.78,0,0,159,115,0,30,0,14
2023,4,9E,Endeavor Air Inc.,STL,"St. Louis, MO: St Louis Lambert International",39,10,6.41,0,1.37,0,2.22,0,0,542,370,0,77,0,95
2023,4,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",226,26,7.93,0,3.63,0,14.45,4,0,1802,315,0,223,0,1264
2023,4,9E,Endeavor Air Inc.,TRI,"Bristol/Johnson City/Kingsport, TN: Tri Cities",82,2,0.37,0,1.63,0,0,0,0,46,11,0,35,0,0
2023,4,9E,Endeavor Air Inc.,TVC,"Traverse City, MI: Cherry Capital",18,6,3.14,0,0.61,0,2.25,0,0,384,195,0,14,0,175
2023,4,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",170,19,5.09,1.46,1.17,0,11.28,0,1,2036,452,276,48,0,1260
2023,4,9E,Endeavor Air Inc.,VLD,"Valdosta, GA: Valdosta Regional",87,13,5.72,1,4.28,1,1,0,0,597,315,47,102,72,61
2023,4,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas National",74,6,1.98,0.2,3.3,0,0.52,0,1,257,102,12,112,0,31
2023,4,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",310,89,34.01,1.86,13,0,40.13,5,0,6173,2554,118,441,0,3060
2023,4,AA,American Airlines Inc.,AGS,"Augusta, GA: Augusta Regional at Bush Field",17,6,0.28,0,3.94,0,1.78,0,1,317,23,0,145,0,149
2023,4,AA,American Airlines Inc.,ALB,"Albany, NY: Albany International",56,14,6.12,1.13,0.63,0,6.13,0,0,2195,1225,47,19,0,904
2023,4,AA,American Airlines Inc.,AMA,"Amarillo, TX: Rick Husband Amarillo International",86,22,7.35,1.03,1.14,0,12.47,7,0,2449,1293,38,36,0,1082
2023,4,AA,American Airlines Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",711,249,67.11,8.79,64.5,0.6,108,11,0,18636,5256,624,3648,21,9087
2023,4,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",1307,393,102.16,9.7,125.14,0.06,155.94,34,5,33574,11920,1442,6391,6,13815
2023,4,AA,American Airlines Inc.,AVL,"Asheville, NC: Asheville Regional",32,8,2.37,0.28,3.02,0,2.33,1,0,842,109,46,271,0,416
2023,4,AA,American Airlines Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",26,5,1.9,0.34,0.64,0,2.12,0,0,190,97,11,20,0,62
2023,4,AA,American Airlines Inc.,BDL,"Hartford, CT: Bradley International",228,65,19.8,3.73,15.53,0,25.94,2,0,5755,1063,177,680,0,3835
2023,4,AA,American Airlines Inc.,BFL,"Bakersfield, CA: Meadows Field",60,18,9.12,0.61,1.49,0,6.78,1,0,1532,578,69,51,0,834
2023,4,AA,American Airlines Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",108,30,7.37,2.55,4.61,0,15.46,4,1,1880,397,171,309,0,1003
2023,4,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",685,211,67.53,5.69,45.14,0.13,92.5,13,0,14649,4900,333,2321,18,7077
2023,4,AA,American Airlines Inc.,BOI,"Boise, ID: Boise Air Terminal",120,22,8,0.54,5.21,0,8.25,3,0,2048,1331,21,174,0,522
2023,4,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1302,341,108.46,9.44,83.72,1.25,138.12,11,1,23328,6943,845,3843,26,11671
2023,4,AA,American Airlines Inc.,BUF,"Buffalo, NY: Buffalo Niagara International",115,34,11.09,1.48,4.2,0,17.23,1,0,1952,483,117,142,0,1210
2023,4,AA,American Airlines Inc.,BUR,"Burbank, CA: Bob Hope",150,36,13.28,0.41,8.08,0,14.23,2,1,2678,1414,12,291,0,961
2023,4,AA,American Airlines Inc.,BWI,"Baltimore, MD: Baltimore/Washington International Thurgood Marshall",291,79,28.77,2.17,18.9,0,29.15,8,1,4952,1851,217,985,0,1899
2023,4,AA,American Airlines Inc.,BZN,"Bozeman, MT: Bozeman Yellowstone International",6,3,1.57,0,0.83,0,0.6,0,0,110,57,0,35,0,18
2023,4,AA,American Airlines Inc.,CAE,"Columbia, SC: Columbia Metropolitan",59,13,3.38,0,2.13,0,7.49,4,0,2125,366,0,261,0,1498
2023,4,AA,American Airlines Inc.,CHS,"Charleston, SC: Charleston AFB/International",409,104,21.91,4,16.5,1.18,60.41,6,2,9821,3199,503,733,43,5343
2023,4,AA,American Airlines Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",114,41,15.18,1.54,5.84,0,18.45,3,0,5979,2590,191,319,0,2879
2023,4,AA,American Airlines Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",368,89,32.22,3.42,9.13,0.12,44.11,4,0,6067,2327,275,387,7,3071
2023,4,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",9837,2299,536.67,78.71,625.09,5.26,1053.27,88,14,213481,71111,9554,26392,315,106109
2023,4,AA,American Airlines Inc.,CMH,"Columbus, OH: John Glenn Columbus International",344,109,25.9,4.67,12.67,0,65.76,4,1,9636,2662,556,578,0,5840
2023,4,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",88,14,3.05,0.09,3.38,0,7.48,2,0,510,139,7,100,0,264
2023,4,AA,American Airlines Inc.,CVG,"Cincinnati, OH: Cincinnati/Northern Kentucky International",200,54,14.84,1.03,8.11,0,30.02,0,1,5063,1644,89,392,0,2938
2023,4,AA,American Airlines Inc.,DAB,"Daytona Beach, FL: Daytona Beach International",90,30,5.82,1.18,7.35,0,15.65,1,0,1781,449,151,251,0,930
2023,4,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",2378,590,152.69,19.01,145.01,0.65,272.64,56,6,50760,14840,3114,5989,42,26775
2023,4,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",679,189,50.23,6.22,53.56,0,78.99,10,1,12192,2989,455,2452,0,6296
2023,4,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",12990,2937,771.17,181.81,739.4,8.21,1236.41,353,66,285464,101537,19482,38118,574,125753
2023,4,AA,American Airlines Inc.,DSM,"Des Moines, IA: Des Moines International",238,66,15.91,2.45,12.13,0,35.51,6,0,5668,1225,120,417,0,3906
2023,4,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",299,93,32.34,6.65,9.82,0,44.19,2,0,5969,1972,454,535,0,3008
2023,4,AA,American Airlines Inc.,ECP,"Panama City, FL: Northwest Florida Beaches International",64,24,7.86,0.72,5.12,0.3,10.01,1,0,2793,887,38,443,13,1412
2023,4,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",49,11,6.03,0,2.53,0,2.43,0,0,862,585,0,123,0,154
2023,4,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",199,55,19.2,2.19,4.23,0.09,29.28,4,0,3998,1022,254,168,5,2549
2023,4,AA,American Airlines Inc.,EUG,"Eugene, OR: Mahlon Sweet Field",30,5,0.29,0,0.05,0,4.67,0,0,826,86,0,8,0,732
2023,4,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",660,255,68.41,8.18,100.9,0.21,77.3,9,2,18820,5505,761,5687,16,6851
2023,4,AA,American Airlines Inc.,EYW,"Key West, FL: Key West International",179,39,10.57,0.23,12.67,0,15.54,1,2,1878,359,6,588,0,925
2023,4,AA,American Airlines Inc.,FAT,"Fresno, CA: Fresno Yosemite International",159,43,11.66,1.24,6.71,0,23.39,1,0,2886,776,127,260,0,1723
2023,4,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",515,173,33.48,8.21,66.04,1.46,63.81,31,10,14669,3118,761,5123,41,5626
2023,4,AA,American Airlines Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",56,17,2.44,1.63,2.59,0,10.34,2,0,1988,276,244,84,0,1384
2023,4,AA,American Airlines Inc.,GEG,"Spokane, WA: Spokane International",60,14,6.95,1.08,1.21,0,4.75,1,0,858,376,84,26,0,372
2023,4,AA,American Airlines Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",118,46,19.93,1.25,7.49,0,17.32,2,0,6059,2425,198,253,0,3183
2023,4,AA,American Airlines Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",141,43,13.32,2.05,9.86,0,17.78,3,1,3245,703,318,526,0,1698
2023,4,AA,American Airlines Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",137,34,11.56,1.66,4,0,16.77,2,0,2675,1411,106,274,0,884
2023,4,AA,American Airlines Inc.,GUC,"Gunnison, CO: Gunnison-Crested Butte Regional",2,1,0,0,0,0,1,1,0,91,0,0,0,0,91
2023,4,AA,American Airlines Inc.,HDN,"Hayden, CO: Yampa Valley",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,4,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",182,24,10.76,0,6.98,0,6.25,0,1,1110,481,0,233,0,396
2023,4,AA,American Airlines Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",3,2,0.1,0.23,0.77,0,0.9,0,0,66,3,8,27,0,28
2023,4,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",115,43,11.63,0.58,12.1,0,18.69,3,0,2471,491,57,449,0,1474
2023,4,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",556,180,46.32,5.6,60.39,0.05,67.64,15,3,13146,3191,757,3335,1,5862
2023,4,AA,American Airlines Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",143,35,9.42,4.8,3.32,0,17.46,4,0,1713,380,228,123,0,982
2023,4,AA,American Airlines Inc.,ILM,"Wilmington, NC: Wilmington International",193,43,14.23,2.25,7.54,0,18.99,1,0,2809,783,122,288,0,1616
2023,4,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",453,145,52.98,4.99,17.76,1.14,68.13,4,0,9879,3507,418,589,46,5319
2023,4,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",40,8,2.27,0.4,2.92,0,2.42,0,1,486,170,39,97,0,180
2023,4,AA,American Airlines Inc.,JAX,"Jacksonville, FL: Jacksonville International",521,164,60.01,2.84,30.01,0,71.14,10,1,12455,5041,420,1320,0,5674
2023,4,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1162,327,83.88,5.85,151.31,0.62,85.34,11,6,32051,11281,302,8609,25,11834
2023,4,AA,American Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",60,8,3.78,0,1.22,0,3,0,0,307,131,0,34,0,142
2023,4,AA,American Airlines Inc.,LAS,"Las Vegas, NV: Harry Reid International",1051,347,93.09,12.57,110.08,0.08,131.18,18,1,21632,6763,823,5265,9,8772
2023,4,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2406,545,170.41,15.36,158.77,2.07,198.4,22,5,42893,15197,1196,6148,90,20262
2023,4,AA,American Airlines Inc.,LBB,"Lubbock, TX: Lubbock Preston Smith International",88,16,5.89,0.19,1.47,0,8.45,1,0,766,302,4,50,0,410
2023,4,AA,American Airlines Inc.,LEX,"Lexington, KY: Blue Grass",53,15,6.31,0.91,1.92,0,5.86,1,0,997,258,49,99,0,591
2023,4,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1635,442,123.86,11.4,142.17,0.31,164.25,41,18,36638,11005,829,9316,27,15461
2023,4,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",60,6,3.19,0,2.81,0,0,0,0,155,97,0,58,0,0
2023,4,AA,American Airlines Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",82,25,10.05,0,4.59,0,10.36,3,2,1472,690,0,135,0,647
2023,4,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",395,101,32.14,6.27,20.87,0.11,41.6,6,2,7788,3047,674,869,4,3194
2023,4,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",1498,415,114.12,19.95,111.61,1.45,167.87,15,3,30463,8305,1667,6242,35,14214
2023,4,AA,American Airlines Inc.,MDT,"Harrisburg, PA: Harrisburg International",59,19,4.09,1.39,1.99,0.01,11.52,0,0,1183,159,89,123,1,811
2023,4,AA,American Airlines Inc.,MEM,"Memphis, TN: Memphis International",308,102,31.84,3.22,14.81,0.02,52.11,8,0,9671,3871,282,809,4,4705
2023,4,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",129,37,7.8,2.33,9.23,0,17.64,4,1,2220,666,166,499,0,889
2023,4,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4228,1080,244.39,31.83,465.34,4.26,334.19,32,21,86825,22503,3542,23216,318,37246
2023,4,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",174,41,15.35,0.33,6.55,0,18.76,2,0,3022,708,23,199,0,2092
2023,4,AA,American Airlines Inc.,MRY,"Monterey, CA: Monterey Regional",60,14,3.19,1.51,1.49,0,7.81,0,0,738,230,73,171,0,264
2023,4,AA,American Airlines Inc.,MSN,"Madison, WI: Dane County Regional-Truax Field",177,52,22.72,1.45,2.03,0,25.81,2,1,5426,2176,220,96,0,2934
2023,4,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",338,82,34.56,1.81,13.41,0,32.22,5,1,7903,4094,155,469,0,3185
2023,4,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",503,125,40.63,3.4,25.87,0,55.11,9,0,9424,2458,272,1545,0,5149
2023,4,AA,American Airlines Inc.,MTJ,"Montrose/Delta, CO: Montrose Regional",34,5,2.96,0,2.04,0,0,1,0,139,74,0,65,0,0
2023,4,AA,American Airlines Inc.,MYR,"Myrtle Beach, SC: Myrtle Beach International",56,19,5.12,0.84,3.21,0.2,9.63,0,0,1870,825,21,88,19,917
